Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
NRUC,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),0,United States,2019,16385,Finance,Diversified Financial Services
NRXPW,NRX Pharmaceuticals Inc. Warrant,13351601,United States,2017,90990,Health Care,Biotechnology: Pharmaceutical Preparations
NS^A,Nustar Energy L.P. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,,United States,,26188,,
NS^B,Nustar Energy L.P. 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,,United States,,35980,,
NS^C,Nustar Energy L.P. 9.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,,United States,,11505,,
NSA^A,National Storage Affiliates Trust 6.000% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest (Liquidation Preference $25.00 per share),,United States,,23111,,
NSS,NuStar Logistics L.P. 7.625% Fixed-to-Floating Rate Subordinated Notes due 2043,0,United States,,24290,Energy,Natural Gas Distribution
NSYS,Nortech Systems Incorporated Common Stock,31639804,United States,,1512,Technology,Industrial Machinery/Components
NTRB,Nutriband Inc. Common Stock,19817870,United States,,7170,Health Care,Industrial Specialties
NTRBW,Nutriband Inc. Warrant,2036619,United States,,4,Health Care,Biotechnology: Pharmaceutical Preparations
NTWK,NetSol Technologies Inc. Common  Stock,32464031,United States,,6123,Technology,Computer Software: Prepackaged Software
NURO,NeuroMetrix Inc. Common Stock,7389929,United States,2004,37656,Health Care,Medical/Dental Instruments
NUV,Nuveen Municipal Value Fund Inc. Common Stock,0,United States,1987,430728,Finance,Trusts Except Educational Religious and Charitable
NUW,Nuveen AMT-Free Municipal Value Fund,0,United States,2009,55340,Finance,Investment Managers
NUWE,Nuwellis Inc. Common Stock,1619100,United States,,1030888,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NUZE,NuZee Inc. Common Stock,1922604,United States,,2543,Consumer Discretionary,Other Specialty Stores
NVAC,NorthView Acquisition Corporation Common Stock,0,United States,2022,5,Health Care,Medical/Dental Instruments
NVACW,NorthView Acquisition Corporation Warrant,0,United States,2022,52925,Health Care,Medical/Dental Instruments
NVFY,Nova Lifestyle Inc. Common Stock,2844425,United States,,6292,Consumer Discretionary,Home Furnishings
NVG,Nuveen AMT-Free Municipal Credit Income Fund ,0,United States,2002,471007,Finance,Investment Managers
NVOS,Novo Integrated Sciences Inc. Common Stock,11163693,United States,,213262,Industrials,Industrial Machinery/Components
NXDT^A,NexPoint Diversified Real Estate Trust 5.50% Series A Cumulative Preferred Shares ($25.00 liquidation preference per share),,United States,,4031,,
NXGL,NexGel Inc Common Stock,16066537,United States,2021,63097,Health Care,Medical/Dental Instruments
NXGLW,NexGel Inc Warrant,3659283,United States,2021,275,Health Care,Medical/Dental Instruments
NXJ,Nuveen New Jersey Qualified Municipal Fund ,0,United States,2001,66804,Finance,Finance/Investors Services
NXL,Nexalin Technology Inc. Common Stock,2585693,United States,2022,1517,Health Care,Medical Specialities
NXLIW,Nexalin Technology Inc. Warrant,208224,United States,2022,2332,Health Care,Medical Specialities
NXN,Nuveen New York Select Tax-Free Income Portfolio Common Stock,45921272,United States,1992,5099,Finance,Trusts Except Educational Religious and Charitable
NXPL,NextPlat Corp Common Stock,25278205,United States,,8322,Telecommunications,Telecommunications Equipment
NXPLW,NextPlat Corp Warrants,9362298,United States,,3601,Telecommunications,Telecommunications Equipment
NXTP,NextPlay Technologies Inc. Common Stock,7009075,United States,,55968,Finance,Finance: Consumer Services
NXU,Nxu Inc. Class A Common Stock,1481865,United States,2022,2572667,Consumer Discretionary,Automotive Aftermarket
NYCB^A,New York Community Bancorp Inc. Depositary shares each representing a 1/40th interest in a share of Fixed-to-Floating Rate Series A Noncumulative Perpetual Preferred Stock,,United States,,2081299,,
NYCB^U,New York Community Bancorp Inc. New York Community Capital Tr V (BONUSES),,United States,,55093,,
NZF,Nuveen Municipal Credit Income Fund ,0,United States,2007,477552,Finance,Finance Companies
O^,Realty Income Corporation 6.000% Series A Cumulative Redeemable Preferred Stock,,United States,,20123,,
OAK^A,Oaktree Capital Group LLC 6.625% Series A Preferred units,,United States,,14328,,
OAK^B,Oaktree Capital Group LLC 6.550% Series B Preferred Units,,United States,,10231,,
OBLG,Oblong Inc. Common Stock,2345329,United States,,188529,Technology,Computer Software: Programming Data Processing
OCAX,OCA Acquisition Corp. Class A Common Stock,0,United States,2021,8680,Finance,Blank Checks
OCAXW,OCA Acquisition Corp. Warrant,0,United States,2021,23900,Finance,Blank Checks
OCC,Optical Cable Corporation Common Stock,26720110,United States,,23837,Industrials,Telecommunications Equipment
OCEAW,Ocean Biomediacal Inc. Warrants,14651715,United States,2021,624456,Health Care,Biotechnology: Pharmaceutical Preparations
OCTO,Eightco Holdings Inc. Common Stock,2737570,United States,,136028,,
OCX,Oncocyte Corporation Common Stock,24947501,United States,,5193,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OESX,Orion Energy Systems Inc. Common Stock,30191116,United States,2015,13527,Consumer Discretionary,Building Products
OGEN,Oragenics Inc. Common Stock,3699914,United States,,204345,Health Care,Biotechnology: Pharmaceutical Preparations
OLB,The OLB Group Inc. Common Stock,10120491,United States,,27837,Technology,EDP Services
OMIC,Singular Genomics Systems Inc. Common Stock,41029280,United States,2021,85633,Health Care,Medical/Dental Instruments
OMQS,OMNIQ Corp. Common Stock,4316875,United States,,8638,Technology,EDP Services
ONCO,Onconetix Inc. Common Stock,3731082,United States,2022,198604,Health Care,Biotechnology: Pharmaceutical Preparations
ONCT,Oncternal Therapeutics Inc. Common Stock,28117521,United States,2004,13367,Health Care,Biotechnology: Pharmaceutical Preparations
ONFO,Onfolio Holdings Inc. Common Stock,2453405,United States,2022,18602,Technology,Computer Software: Programming Data Processing
ONFOW,Onfolio Holdings Inc. Warrant,153306,United States,2022,1,Technology,Computer Software: Programming Data Processing
ONTX,Onconova Therapeutics Inc. Common Stock,18879964,United States,2013,112776,Health Care,Biotechnology: Pharmaceutical Preparations
ONVO,Organovo Holdings Inc. Common Stock,10341276,United States,,47365,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ONYX,Onyx Acquisition Co. I Class A Ordinary Shares,0,United States,2021,5010,Finance,Blank Checks
OPGN,OpGen Inc. Common Stock,5499427,United States,2015,180786,Health Care,Medical Specialities
OPHC,OptimumBank Holdings Inc. Common Stock,32480981,United States,,1954,Finance,Major Banks
OPP,RiverNorth/DoubleLine Strategic Opportunity Fund Inc. Common Stock,0,United States,2016,160101,Finance,Finance/Investors Services
OPP^A,RiverNorth/DoubleLine Strategic Opportunity Fund Inc. 4.375% Series A Cumulative Preferred Stock,,United States,,3735,,
OPP^B,RiverNorth/DoubleLine Strategic Opportunity Fund Inc. 4.75% Series B Cumulative Preferred Stock,,United States,,6193,,
OPTT,Ocean Power Technologies Inc. Common Stock,17048728,United States,2007,634653,Utilities,Electric Utilities: Central
OPTX,Syntec Optics Holdings Inc. Class A Common Stock,33277261,United States,2022,45131,Finance,Blank Checks
OPTXW,Syntec Optics Holdings Inc. Warrant,798163,United States,2022,7082,Finance,Blank Checks
OPXS,Optex Systems Holdings Inc. Common Stock,,United States,,80089,Technology,Electronic Components
ORGNW,Origin Materials Inc. Warrants,2957724,United States,2020,76565,Industrials,Major Chemicals
ORGS,Orgenesis Inc. Common Stock,26193383,United States,,259378,Health Care,Biotechnology: Pharmaceutical Preparations
OSA,ProSomnus Inc. Common Stock,10085138,United States,,10793,Health Care,Medical Specialities
OSAAW,ProSomnus Inc. Warrant,329612,United States,,8,Health Care,Medical Specialities
OTRK,Ontrak Inc. Common Stock,4299968,United States,,335757,Health Care,Misc Health and Biotechnology Services
OXSQG,Oxford Square Capital Corp. 5.50% Notes due 2028,0,United States,,1295,Consumer Discretionary,Other Consumer Services
OXSQZ,Oxford Square Capital Corp. 6.25% Notes due 2026,0,United States,,7994,Finance,Blank Checks
PAI,Western Asset Investment Grade Income Fund Inc.,0,United States,,14172,Finance,Trusts Except Educational Religious and Charitable
PALI,Palisade Bio Inc. Common Stock,4919890,United States,,191163,Health Care,Biotechnology: Pharmaceutical Preparations
PALT,Paltalk Inc. Common Stock,41960814,United States,,90507,Consumer Discretionary,Business Services
PAVM,PAVmed Inc. Common Stock,24796030,United States,2016,61432,Health Care,Medical/Dental Instruments
PAVMZ,PAVmed Inc. Series Z Warrant,354229,United States,,4622,Health Care,Medical/Dental Instruments
PAXS,PIMCO Access Income Fund Common Shares of Beneficial Interest,0,United States,2022,248673,Finance,Investment Managers
PBBK,PB Bankshares Inc. Common Stock,36706354,United States,2021,967,Finance,Banks
PBI^B,Pitney Bowes Inc 6.70% Notes Due 2043,,United States,,21325,,
PBLA,Panbela Therapeutics Inc. Common Stock,590897,United States,,239675,Health Care,Biotechnology: Pharmaceutical Preparations
PCF,High Income Securities Fund Common Stock,0,United States,,45730,Finance,Trusts Except Educational Religious and Charitable
PCG^A,Pacific Gas & Electric Co. 6% Preferred Stock,,United States,,3128,,
PCG^B,Pacific Gas & Electric Co. 5 1/2% Preferred Stock,,United States,,825,,
PCG^C,Pacific Gas & Electric Co. 5% 1st Preferred Stock,,United States,,55,,
PCG^D,Pacific Gas & Electric Co. 5% 1st  Red. Preferred Stock,,United States,,604,,
PCG^E,Pacific Gas & Electric Co. 5% 1st A Preferred Stock,,United States,,7,,
PCG^G,Pacific Gas & Electric Co. 4.80% 1st Preferred Stock,,United States,,772,,
PCG^H,Pacific Gas & Electric Co. 4.50% 1st Preferred Stock,,United States,,2766,,
PCG^I,Pacific Gas & Electric Co. 4.36% 1st Preferred Stock,,United States,,100,,
PCK,Pimco California Municipal Income Fund II Common Shares of Beneficial Interest,0,United States,2002,109498,Finance,Trusts Except Educational Religious and Charitable
PCM,PCM Fund Inc. Common Stock,0,United States,1993,18613,Finance,Trusts Except Educational Religious and Charitable
PCN,Pimco Corporate & Income Strategy Fund Common Stock,0,United States,2001,189694,Finance,Investment Managers
PCQ,PIMCO California Municipal Income Fund Common Stock,0,United States,2001,145980,Finance,Investment Managers
PCSA,Processa Pharmaceuticals Inc. Common Stock,2807989,United States,,98580,Health Care,Biotechnology: Pharmaceutical Preparations
PDT,John Hancock Premium Dividend Fund,0,United States,,300259,Finance,Finance Companies
PEB^E,Pebblebrook Hotel Trust 6.375% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest,,United States,,3185,,
PEB^F,Pebblebrook Hotel Trust 6.3% Series F Cumulative Redeemable Preferred Shares of Beneficial Interest,,United States,,5064,,
PEB^G,Pebblebrook Hotel Trust 6.375% Series G Cumulative Redeemable Preferred Shares of Beneficial Interest,,United States,,6337,,
PEB^H,Pebblebrook Hotel Trust 5.700% Series H Cumulative Redeemable Preferred Shares of Beneficial Interest,,United States,,6232,,
PEGR,Project Energy Reimagined Acquisition Corp. Class A Ordinary Share,0,United States,2021,633,Finance,Blank Checks
PEGRU,Project Energy Reimagined Acquisition Corp. Unit,0,United States,2021,82,Finance,Blank Checks
PEGRW,Project Energy Reimagined Acquisition Corp. Warrant,0,United States,2021,625,Finance,Blank Checks
PEGY,Pineapple Energy Inc. Common Stock,831443,United States,,49182905,Utilities,Telecommunications Equipment
PEO,Adams Natural Resources Fund Inc. Common Stock,0,United States,,30612,Finance,Finance/Investors Services
PEPL,PepperLime Health Acquisition Corporation Class A Ordinary Share,0,United States,2021,133,Finance,Blank Checks
PETV,PetVivo Holdings Inc. Common Stock,17608519,United States,,10732,Health Care,Medical/Dental Instruments
PETVW,PetVivo Holdings Inc. Warrant,2401467,United States,,3413,Health Care,Medical/Dental Instruments
PETWW,Wag! Group Co Warrant,3948073,United States,2021,2494,Technology,EDP Services
PEV,Phoenix Motor Inc. Common Stock,19801489,United States,2022,45746,Consumer Discretionary,Auto Manufacturing
PFD,Flaherty & Crumrine Preferred and Income Fund Incorporated,0,United States,1991,28794,Finance,Investment Managers
PFL,PIMCO Income Strategy Fund Shares of Beneficial Interest,0,United States,2003,114791,Finance,Finance Companies
PFN,PIMCO Income Strategy Fund II,0,United States,2004,333666,Finance,Finance/Investors Services
PFO,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated,0,United States,1992,31920,Finance,Finance Companies
PFTA,Perception Capital Corp. III Class A Ordinary Share,0,United States,2021,69,Finance,Blank Checks
PFTAU,Perception Capital Corp. III Unit,0,United States,2021,3,Finance,Blank Checks
PFTAW,Perception Capital Corp. III Warrant,0,United States,2021,1000,Finance,Blank Checks
PFXNZ,PhenixFIN Corporation  5.25% Notes due 2028,46443445,United States,,602,Finance,Finance: Consumer Services
PGP,Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest,0,United States,2005,25600,Finance,Finance Companies
PHD,Pioneer Floating Rate Fund Inc.,0,United States,2004,40245,Finance,Investment Managers
PHIO,Phio Pharmaceuticals Corp. Common Stock,2101364,United States,,791895,Health Care,Biotechnology: Pharmaceutical Preparations
PHK,Pimco High Income Fund,0,United States,2003,463722,Finance,Finance/Investors Services
PHT,Pioneer High Income Fund Inc.,0,United States,,48113,Finance,Investment Managers
PIIIW,P3 Health Partners Inc. Warrant,31308880,United States,2021,2000,Health Care,Medical/Nursing Services
PIK,Kidpik Corp. Common Stock,3398466,United States,2021,123881,Consumer Discretionary,Catalog/Specialty Distribution
PIRS,Pieris Pharmaceuticals Inc. Common Stock,17002531,United States,,1128472,Health Care,Biotechnology: Pharmaceutical Preparations
PIXY,ShiftPixy Inc. Common Stock,23803848,United States,2017,20303,Consumer Discretionary,Diversified Commercial Services
PLMI,Plum Acquisition Corp. I Class A Ordinary Share,0,United States,2021,146,Finance,Blank Checks
PLMIU,Plum Acquisition Corp. I Units,0,United States,2021,5,Finance,Blank Checks
PLMIW,Plum Acquisition Corp. I Warrant,0,United States,2021,7,Finance,Blank Checks
PLMJ,Plum Acquisition Corp. III Class A Ordinary Shares,0,United States,2021,6661,,
PLMJU,Plum Acquisition Corp. III Unit,0,United States,2021,75,,
PLMJW,Plum Acquisition Corp. III Warrant,0,United States,2021,85601,,
PLTN,Plutonian Acquisition Corp. Common Stock,0,United States,2023,548,Finance,Blank Checks
PLTNR,Plutonian Acquisition Corp. Rights,0,United States,2023,560,Finance,Blank Checks
